Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Ethiopia,ETH,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,10.9445569914695,13.4713245062584,16.2977936386153,21.9325682020946,23.5819061799905,27.3057021409277,24.8223675100372,23.1022948090627,21.85234219266,..
Ethiopia,ETH,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,3.702189003056,3.99132524576571,4.4046191387627,5.69139881015014,6.18658850515008,5.8276168447099,5.59436889552396,5.30328086816582,4.60530349850627,..
Ethiopia,ETH,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,16.7045681956072,16.0735929362212,16.0735929373477,16.0735929373477,16.0735929373477,16.0735929373477,16.0735929373477,16.0735929373477,..,..
Ethiopia,ETH,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1082085786900,1193460551800,1317735269100,1449397451000,1597376451000,1720417621000,1875892652000,1989587749000,2114163223000,..
Ethiopia,ETH,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,14.0104012014584,13.3844820157845,12.1932229078984,11.2339790417281,9.87787063669115,6.36887574699294,5.50373971369559,5.49770060254135,5.86707347361267,..
Ethiopia,ETH,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0,0,0,0,0,0,0,0,0,..
Ethiopia,ETH,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,13.9608507962904,13.3673520451565,12.2166196525932,11.2428136058017,9.91051910763354,6.39005491993835,5.53201664333472,5.50678557298729,5.83661302700807,..
Ethiopia,ETH,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0,0,0,..,..,..,..,..,..,..
Ethiopia,ETH,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1256.6389937593,1223.09729821215,1190.57035102161,1158.66900765926,1127.56295290253,1097.81892355111,1069.04455825037,1041.03636501298,..,..
Ethiopia,ETH,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3.5,3.5,4,3.5,3.5,3.5,3.5,3.5,3,..
"Egypt, Arab Rep.",EGY,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1.46594454530422,1.49971772834215,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,2.23261198862414,2.28871071735688,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.936626004165427,0.966976411722659,0.878132950867417,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,-6.89169048632898,-7.39149397580216,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,803.431668888642,782.763111816384,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,90472.224,81766.766,84219.989,94901.96,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,8.88188039274026,8.87090779127949,8.25928551410343,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,5.49,5.59,5.45,5.31,5.1,5.23,5.3,..,..,..
"Egypt, Arab Rep.",EGY,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,..,..,..,106000000,2400030000,..,335000000,..,165000000,..
"Egypt, Arab Rep.",EGY,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,..,..,..,106000000,2400030000,..,335000000,..,165000000,..
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.45343420769727,1.50925042253521,2.10258128401326,2.43856278142762,3.1428260518732,3.2602627890206,2.97283696285301,1.6021238941076,1.26744814697997,..
"Egypt, Arab Rep.",EGY,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,305402.4,311166.2,317375,325472.7,338426.6,344822.8,351774.9,..,..,..
"Egypt, Arab Rep.",EGY,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,2.13013330466566,2.48455399061033,2.52669912844224,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.677980005741119,0.678680002689362,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,39.8869597935928,39.8903333333333,36.6302058185687,32.4559533476046,33.7507636887608,34.963391193041,35.6234464835309,32.0091448983775,30.7912531099196,..
"Egypt, Arab Rep.",EGY,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,16.6083799182971,16.7744460093897,16.6974467040386,16.8413264929505,16.443507204611,16.1934896403299,15.9126995847504,16.3775913663535,15.4988907569784,..
"Egypt, Arab Rep.",EGY,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,17.7919231464742,13.845056943863,18.2115136578823,19.838833513252,21.6086676752938,22.7337585632467,22.7337585629887,22.7337585633295,..,..
"Egypt, Arab Rep.",EGY,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,3031374151900,3119802476500,3224987795100,3299356930600,3417149200000,3598942300000,3783706953300,3879424623100,3955517352600,..
"Egypt, Arab Rep.",EGY,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,9.78188256424924,8.43222797439408,4.12906894708286,3.20908060820144,5.69886428656261,7.59656355901849,5.72496131230483,3.25774327235436,5.1391200748227,..
"Egypt, Arab Rep.",EGY,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,1.48462315590397,1.15200734272802,0.717587471392014,0.506687001503198,1.04828310066825,1.89151906248592,1.67276468331077,1.27251663281876,2.04572586744071,..
"Egypt, Arab Rep.",EGY,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,7.13367692632269,6.27605465696162,3.03002740673991,2.32719886805426,4.18178099711221,5.58395447536351,4.28817944459896,2.29861440741765,3.68132395636636,..
"Egypt, Arab Rep.",EGY,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,73.4947932163047,71.6620443173695,70.7287184644213,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,10.7091732314791,10.4610909972227,10.2329218699326,10.0216437439939,9.82420701506147,9.63941224069439,9.46802294075448,9.30534362893922,..,..
"Egypt, Arab Rep.",EGY,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1.98173071194142,2.23894077499308,..,..,..,..,..,..,..,..
Kenya,KEN,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,47.9678560209852,44.4500799384039,..,..,..,..,..,..,..,..
